date,side,tic,name,qty,price,buy_hit,reason,pnl_pct,hold_days
2025-07-15,BUY,LLY,Eli Lilly,1,796.0388582094099,8.0,TOP7 1/7,,
2025-07-15,BUY,COST,Costco,1,973.7685486975313,6.0,TOP7 1/7,,
2025-07-15,BUY,TSLA,Tesla,4,319.67999267578125,5.0,TOP7 1/7,,
2025-07-15,BUY,MRK,Merck,17,81.06969538656064,4.0,TOP7 1/7,,
2025-07-15,BUY,BRK-B,Berkshire B,3,475.29998779296875,4.0,TOP7 1/7,,
2025-07-15,BUY,MA,Mastercard,2,549.6846296770426,4.0,TOP7 1/7,,
2025-07-15,BUY,ABBV,AbbVie,7,185.79985826494044,4.0,TOP7 1/7,,
2025-08-07,SELL,LLY,Eli Lilly,1,670.913876646079,,손절(갭)-15.7%,-15.718451464138816,17.0
2025-08-07,BUY,KO,Coca-Cola,5,67.54701641074455,8.0,TOP7 1/7,,
2025-08-07,BUY,AAPL,Apple,1,218.01508808955717,6.0,TOP7 1/7,,
2025-08-07,BUY,V,Visa,1,338.75422609906036,6.0,TOP7 1/7,,
2025-08-21,SELL,ABBV,AbbVie,7,204.29095487639546,,익절+10%(익일시가),9.95215862064207,26.0
2025-08-21,BUY,V,Visa,1,340.8014426174124,7.0,TOP7 1/7,,
2025-08-21,BUY,XOM,Exxon,3,106.0484717497085,7.0,TOP7 1/7,,
2025-08-21,BUY,PG,P&G,2,154.56372863114285,7.0,TOP7 1/7,,
2025-08-21,BUY,BAC,Bank of America,8,47.240929036727,6.0,TOP7 1/7,,
2025-08-21,BUY,KO,Coca-Cola,6,68.65561377614269,5.0,TOP7 1/7,,
2025-08-21,BUY,CVX,Chevron,2,148.30959375722065,5.0,TOP7 1/7,,
2025-08-27,SELL,TSLA,Tesla,4,351.94000244140625,,익절+10%(익일시가),10.091344627357724,30.0
2025-08-27,BUY,JPM,JPMorgan,1,291.6701254801894,4.0,TOP7 1/7,,
2025-08-27,BUY,BAC,Bank of America,6,48.963405784218004,4.0,TOP7 1/7,,
2025-08-27,BUY,XOM,Exxon,3,108.98284252847807,4.0,TOP7 1/7,,
2025-08-27,BUY,AMZN,Amazon,1,228.57000732421875,3.0,TOP7 1/7,,
2025-09-08,SELL,AAPL,Apple,1,238.62491556233425,,익절+10%(익일시가),9.453395016546228,20.0
2025-09-08,BUY,PG,P&G,1,156.2079293133361,4.0,TOP7 1/7,,
2025-09-08,BUY,MRK,Merck,2,81.43739435410562,4.0,TOP7 1/7,,
2025-11-03,SELL,BAC,Bank of America,14,52.41446881643379,,익절+10%(익일시가),9.244300905445545,50.0
2025-11-03,BUY,AMZN,Amazon,1,255.36000061035156,5.0,TOP7 1/7,,
2025-11-03,BUY,BAC,Bank of America,4,52.41446881643379,4.0,TOP7 1/7,,
2025-11-03,BUY,CVX,Chevron,1,152.76410657759973,4.0,TOP7 1/7,,
2025-11-04,SELL,AMZN,Amazon,2,250.3800048828125,,익절+10%(익일시가),3.4777760327130203,47.0
2025-11-04,BUY,NVDA,NVIDIA,1,202.7414122562426,5.0,TOP7 1/7,,
2025-11-04,BUY,WMT,Walmart,2,101.51974979380726,4.0,TOP7 1/7,,
2025-11-07,SELL,NVDA,NVIDIA,1,182.46727103061835,,손절-10%,-9.999999999999998,3.0
2025-11-07,BUY,KO,Coca-Cola,3,68.4080193203067,5.0,TOP7 1/7,,
2025-11-07,BUY,WMT,Walmart,2,101.51974689196653,4.0,TOP7 1/7,,
2025-11-07,BUY,MRK,Merck,2,83.99104184340881,4.0,TOP7 1/7,,
2025-11-07,BUY,CVX,Chevron,1,148.90157327506788,3.0,TOP7 1/7,,
2025-11-13,SELL,MRK,Merck,21,89.22887084880652,,익절+10%(익일시가),9.640759171648462,85.0
2025-11-13,BUY,NFLX,Netflix,3,115.8499984741211,7.0,TOP7 1/7,,
2025-11-13,BUY,V,Visa,1,337.6423693070657,7.0,TOP7 1/7,,
2025-11-13,BUY,JNJ,Johnson&Johnson,1,190.86652189255162,6.0,TOP7 1/7,,
2025-11-13,BUY,MRK,Merck,4,89.22887084880652,5.0,TOP7 1/7,,
2025-11-13,BUY,ABBV,AbbVie,1,229.96656634764503,4.0,TOP7 1/7,,
2025-11-19,SELL,COST,Costco,1,876.3916938277782,,손절-10%,-9.999999999999998,90.0
2025-11-19,BUY,NFLX,Netflix,2,113.0,7.0,TOP7 1/7,,
2025-11-19,BUY,JNJ,Johnson&Johnson,1,196.55683769104098,6.0,TOP7 1/7,,
2025-11-19,BUY,KO,Coca-Cola,4,69.77009660687074,6.0,TOP7 1/7,,
2025-11-19,BUY,PG,P&G,1,144.83335037170994,6.0,TOP7 1/7,,
2025-11-19,BUY,CVX,Chevron,1,148.33698903429723,6.0,TOP7 1/7,,
2025-11-19,BUY,PEP,PepsiCo,1,144.04752667055314,5.0,TOP7 1/7,,
2025-11-25,SELL,MRK,Merck,4,98.43418663413324,,익절+10%(익일시가),10.316521656902534,7.0
2025-11-25,BUY,MRK,Merck,1,98.43418663413324,4.0,TOP7 1/7,,
2025-12-03,SELL,WMT,Walmart,4,111.82778841324337,,익절+10%(익일시가),10.153728943003948,19.0
2025-12-03,SELL,NFLX,Netflix,5,103.23899917602539,,손절-10%,-9.999999999999998,13.0
2025-12-03,BUY,AAPL,Apple,1,285.6692634925469,5.0,TOP7 1/7,,
2025-12-08,SELL,PG,P&G,4,137.28796581314964,,손절-10%,-9.999999999999998,75.0
2025-12-08,BUY,V,Visa,1,328.52012180876346,7.0,TOP7 1/7,,
2025-12-08,BUY,CRM,Salesforce,1,260.1342981066347,6.0,TOP7 1/7,,
2025-12-08,BUY,ORCL,Oracle,1,219.23534934963544,5.0,TOP7 1/7,,
2025-12-10,SELL,XOM,Exxon,6,117.14871962735373,,익절+10%(익일시가),8.959683402946705,76.0
2025-12-10,BUY,ORCL,Oracle,1,219.68105418699835,5.0,TOP7 1/7,,
2025-12-10,BUY,CRM,Salesforce,1,259.0118285064661,5.0,TOP7 1/7,,
2025-12-10,BUY,XOM,Exxon,2,117.14871962735373,4.0,TOP7 1/7,,
2025-12-10,BUY,AMZN,Amazon,1,228.80999755859375,3.0,TOP7 1/7,,
2025-12-10,BUY,AMD,AMD,1,222.0,3.0,TOP7 1/7,,
2025-12-11,SELL,ORCL,Oracle,2,188.79893077949723,,손절(갭)-14.0%,-13.97043753287781,3.0
2025-12-11,BUY,CVX,Chevron,1,148.0131434136462,8.0,TOP7 1/7,,
2025-12-11,BUY,XOM,Exxon,1,117.52365595718771,5.0,TOP7 1/7,,
2025-12-11,BUY,ORCL,Oracle,1,188.79893077949723,4.0,TOP7 1/7,,
2025-12-11,BUY,NVDA,NVIDIA,1,180.060377409269,4.0,TOP7 1/7,,
2025-12-11,BUY,BAC,Bank of America,4,53.36943360588613,4.0,TOP7 1/7,,
2025-12-17,SELL,AMD,AMD,1,199.8,,손절-10%,-9.999999999999998,5.0
2025-12-24,SELL,JPM,JPMorgan,1,321.6722493328215,,익절+10%(익일시가),10.286320480453126,82.0
2025-12-24,BUY,CVX,Chevron,1,147.57156166462755,7.0,TOP7 1/7,,
2025-12-24,BUY,PG,P&G,1,140.8320910560058,5.0,TOP7 1/7,,
2025-12-24,BUY,MRK,Merck,1,103.8484957498747,5.0,TOP7 1/7,,
2026-01-08,SELL,AAPL,Apple,1,256.5433578451618,,손절(갭)-10.2%,-10.19567358815452,24.0
2026-01-08,BUY,NFLX,Netflix,1,90.44999694824219,4.0,TOP7 1/7,,
2026-01-09,SELL,MRK,Merck,2,109.26907727371102,,익절+10%(익일시가),8.036017701483278,29.0
2026-01-09,BUY,KO,Coca-Cola,2,68.51351610046417,6.0,TOP7 1/7,,
2026-01-15,SELL,CVX,Chevron,7,162.67412313536838,,익절+10%(익일시가),9.260381198413725,100.0
2026-01-15,SELL,JNJ,Johnson&Johnson,2,215.83471521828713,,익절+10%(익일시가),11.420599651125274,41.0
2026-01-15,SELL,XOM,Exxon,3,127.41021728515625,,익절+10%(익일시가),8.643471655745504,23.0
2026-01-15,SELL,CRM,Salesforce,2,233.61575697589532,,손절-10%,-9.999999999999998,26.0
2026-01-15,BUY,PG,P&G,3,143.57185701473924,8.0,TOP7 1/7,,
2026-01-15,BUY,KO,Coca-Cola,6,70.64500068317753,7.0,TOP7 1/7,,
2026-01-15,BUY,PEP,PepsiCo,3,143.2593824108721,7.0,TOP7 1/7,,
2026-01-15,BUY,JNJ,Johnson&Johnson,2,215.83471521828713,5.0,TOP7 1/7,,
2026-01-15,BUY,WMT,Walmart,4,119.50620474356865,5.0,TOP7 1/7,,
2026-01-15,BUY,UNH,UnitedHealth,1,330.72527303842884,4.0,TOP7 1/7,,
2026-01-21,SELL,ORCL,Oracle,1,169.9190377015475,,손절-10%,-10.000000000000009,26.0
2026-01-21,BUY,PG,P&G,1,144.93187900703413,8.0,TOP7 1/7,,
2026-01-21,BUY,KO,Coca-Cola,2,71.02986070831885,7.0,TOP7 1/7,,
2026-01-21,BUY,PEP,PepsiCo,1,144.2304146405,7.0,TOP7 1/7,,
2026-01-27,SELL,UNH,UnitedHealth,1,290.04562584533727,,손절(갭)-12.3%,-12.300132620455884,7.0
2026-02-03,SELL,NFLX,Netflix,1,81.40499725341797,,손절-10%,-9.999999999999998,17.0
2026-02-03,BUY,BAC,Bank of America,2,53.61674212617494,5.0,TOP7 1/7,,
2026-02-04,SELL,KO,Coca-Cola,28,76.25001844126345,,익절+10%(익일시가),10.226004705033276,123.0
2026-02-04,SELL,PEP,PepsiCo,5,161.72833286751907,,익절+10%(익일시가),12.615389972898594,50.0
2026-02-04,SELL,ABBV,AbbVie,1,206.96990971288054,,손절-10%,-9.999999999999998,55.0
2026-02-04,BUY,BRK-B,Berkshire B,1,495.79998779296875,8.0,TOP7 1/7,,
2026-02-04,BUY,JPM,JPMorgan,1,311.4062598905275,6.0,TOP7 1/7,,
2026-02-04,BUY,ABBV,AbbVie,2,208.05394768536442,5.0,TOP7 1/7,,
2026-02-04,BUY,BAC,Bank of America,10,54.19050062487228,5.0,TOP7 1/7,,
2026-02-04,BUY,MRK,Merck,5,115.21200914420105,5.0,TOP7 1/7,,
2026-02-04,BUY,XOM,Exxon,4,142.20055727718952,3.0,TOP7 1/7,,
2026-02-06,SELL,PG,P&G,5,157.05735036526295,,익절+10%(익일시가),9.60351367642982,28.0
2026-02-06,SELL,AMZN,Amazon,1,202.6999969482422,,손절(갭)-11.4%,-11.411214933327074,39.0
2026-02-06,BUY,ABBV,AbbVie,1,216.95014294828525,5.0,TOP7 1/7,,
2026-02-06,BUY,MRK,Merck,2,119.01626876539304,5.0,TOP7 1/7,,
2026-02-06,BUY,BAC,Bank of America,5,54.95221167188521,4.0,TOP7 1/7,,
2026-02-09,SELL,JNJ,Johnson&Johnson,2,237.61302018969775,,익절+10%(익일시가),10.09026974617353,15.0
2026-02-09,BUY,BAC,Bank of America,4,55.783174213696384,6.0,TOP7 1/7,,
2026-02-09,BUY,NVDA,NVIDIA,1,184.03552934237337,6.0,TOP7 1/7,,
2026-02-09,BUY,ABBV,AbbVie,1,221.58172183671343,5.0,TOP7 1/7,,
2026-02-13,SELL,WMT,Walmart,4,132.17596397423097,,익절+10%(익일시가),10.601758509400039,19.0
2026-02-13,BUY,CRM,Salesforce,1,185.4961280832271,3.0,TOP7 1/7,,
2026-02-13,BUY,BAC,Bank of America,4,51.35138485567487,3.0,TOP7 1/7,,
2026-02-13,BUY,NVDA,NVIDIA,1,187.25160463564347,3.0,TOP7 1/7,,
2026-02-23,SELL,MA,Mastercard,2,494.7161667093384,,손절-10%,-9.999999999999998,153.0
2026-02-23,BUY,NVDA,NVIDIA,1,191.1668239815537,6.0,TOP7 1/7,,
2026-02-23,BUY,UNH,UnitedHealth,1,284.6979833712643,5.0,TOP7 1/7,,
2026-02-23,BUY,NFLX,Netflix,4,77.79000091552734,4.0,TOP7 1/7,,
2026-02-24,SELL,V,Visa,4,302.7865859622679,,손절-10%,-9.999999999999998,137.0
2026-02-24,BUY,NVDA,NVIDIA,1,191.2567378902843,5.0,TOP7 1/7,,
2026-02-24,BUY,UNH,UnitedHealth,1,278.4327740747045,4.0,TOP7 1/7,,
2026-02-24,BUY,PG,P&G,2,163.66757394503628,3.0,TOP7 1/7,,
2026-02-24,BUY,KO,Coca-Cola,4,79.47686333011143,2.0,TOP7 1/7,,
2026-02-24,BUY,MRK,Merck,3,121.62800722329611,2.0,TOP7 1/7,,
2026-02-27,SELL,NFLX,Netflix,4,94.30000305175781,,익절+10%(익일시가),21.2238101837263,3.0
2026-02-27,BUY,CRM,Salesforce,1,190.93843889578375,5.0,TOP7 1/7,,
